Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Age_Band,Device_Type,Health_Impact_Type,Device_Share,Edu_Recreational_Percent
10,Female,1.92,TV,False,0.41,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,41.0
11,Female,4.16,Laptop,True,0.36,"anxiety, obesity risk",Urban,Pre-teens,Portable,Mental,0.1475494233937397,36.0
14,Male,3.9,TV,True,0.37,"poor sleep, eye strain, obesity risk",Urban,Teenagers,Wallmounted,Physical,0.25607495881383857,37.0
11,Female,6.12,TV,True,0.34,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,34.0
16,Male,6.23,Smartphone,True,0.47,obesity risk,Rural,Teenagers,Portable,Other,0.47034596375617793,47.0
8,Male,2.87,Smartphone,True,0.52,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,52.0
15,Male,4.88,Smartphone,True,0.34,"poor sleep, obesity risk",Urban,Teenagers,Portable,Physical,0.47034596375617793,34.0
14,Female,2.61,Smartphone,False,0.38,no health impact,Rural,Teenagers,Portable,None,0.47034596375617793,38.0
9,Female,1.19,Tablet,False,0.45,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,45.0
15,Male,2.54,Laptop,False,0.3,no health impact,Urban,Teenagers,Portable,None,0.1475494233937397,30.0
8,Male,5.36,Tablet,True,0.56,poor sleep,Urban,Pre-teens,Portable,Physical,0.12602965403624383,56.00000000000001
18,Male,4.18,TV,True,0.31,no health impact,Urban,Late teens,Wallmounted,None,0.25607495881383857,31.0
16,Male,4.47,TV,True,0.43,"poor sleep, eye strain, anxiety",Urban,Teenagers,Wallmounted,Physical & Mental,0.25607495881383857,43.0
16,Female,5.91,TV,True,0.38,anxiety,Rural,Teenagers,Wallmounted,Mental,0.25607495881383857,38.0
9,Female,1.64,Smartphone,False,0.49,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,49.0
14,Female,4.13,Smartphone,True,0.49,"poor sleep, eye strain, obesity risk",Rural,Teenagers,Portable,Physical,0.47034596375617793,49.0
17,Male,1.97,Smartphone,False,0.44,no health impact,Rural,Late teens,Portable,None,0.47034596375617793,44.0
10,Female,0.21,Smartphone,False,0.5,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,50.0
14,Female,3.27,Tablet,True,0.45,"poor sleep, obesity risk",Urban,Teenagers,Portable,Physical,0.12602965403624383,45.0
17,Female,4.62,Smartphone,True,0.38,no health impact,Urban,Late teens,Portable,None,0.47034596375617793,38.0
16,Female,4.14,Smartphone,True,0.41,"poor sleep, eye strain",Urban,Teenagers,Portable,Physical,0.47034596375617793,41.0
11,Female,3.82,Laptop,True,0.5,"eye strain, anxiety",Urban,Pre-teens,Portable,Physical & Mental,0.1475494233937397,50.0
8,Female,4.69,Smartphone,True,0.59,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,59.0
9,Male,3.59,Smartphone,True,0.44,no health impact,Rural,Pre-teens,Portable,None,0.47034596375617793,44.0
8,Male,3.28,Tablet,True,0.46,anxiety,Rural,Pre-teens,Portable,Mental,0.12602965403624383,46.0
12,Male,3.94,TV,True,0.44,poor sleep,Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,44.0
12,Male,6.34,Laptop,True,0.43,no health impact,Rural,Pre-teens,Portable,None,0.1475494233937397,43.0
18,Female,5.16,Smartphone,True,0.47,poor sleep,Urban,Late teens,Portable,Physical,0.47034596375617793,47.0
14,Male,2.89,Laptop,False,0.4,no health impact,Rural,Teenagers,Portable,None,0.1475494233937397,40.0
16,Female,3.73,Laptop,True,0.34,"poor sleep, eye strain, anxiety",Rural,Teenagers,Portable,Physical & Mental,0.1475494233937397,34.0
16,Male,5.77,Laptop,True,0.41,"eye strain, anxiety",Urban,Teenagers,Portable,Physical & Mental,0.1475494233937397,41.0
10,Male,3.57,Smartphone,True,0.52,no health impact,Rural,Pre-teens,Portable,None,0.47034596375617793,52.0
10,Female,6.58,TV,True,0.52,poor sleep,Rural,Pre-teens,Wallmounted,Physical,0.25607495881383857,52.0
10,Male,3.2,Smartphone,True,0.55,"poor sleep, eye strain",Urban,Pre-teens,Portable,Physical,0.47034596375617793,55.00000000000001
11,Male,2.08,TV,False,0.31,no health impact,Rural,Pre-teens,Wallmounted,None,0.25607495881383857,31.0
15,Male,4.26,Smartphone,True,0.42,"poor sleep, eye strain, anxiety",Urban,Teenagers,Portable,Physical & Mental,0.47034596375617793,42.0
13,Male,8.24,TV,True,0.4,poor sleep,Urban,Teenagers,Wallmounted,Physical,0.25607495881383857,40.0
15,Male,3.85,Smartphone,True,0.35,"poor sleep, anxiety, obesity risk",Urban,Teenagers,Portable,Physical & Mental,0.47034596375617793,35.0
8,Female,1.63,Smartphone,False,0.59,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,59.0
15,Male,2.2,Smartphone,False,0.44,no health impact,Rural,Teenagers,Portable,None,0.47034596375617793,44.0
11,Female,2.73,Tablet,False,0.35,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,35.0
18,Male,5.02,Smartphone,True,0.49,no health impact,Urban,Late teens,Portable,None,0.47034596375617793,49.0
8,Female,4.92,Tablet,True,0.59,"poor sleep, anxiety",Urban,Pre-teens,Portable,Physical & Mental,0.12602965403624383,59.0
15,Female,4.32,Smartphone,True,0.33,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,33.0
11,Male,3.71,Smartphone,True,0.4,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,40.0
13,Male,4.29,Smartphone,True,0.3,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,30.0
15,Female,6.56,Smartphone,True,0.33,"poor sleep, eye strain",Urban,Teenagers,Portable,Physical,0.47034596375617793,33.0
11,Male,0.95,Smartphone,False,0.36,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,36.0
10,Female,2.0,Smartphone,False,0.58,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,57.99999999999999
16,Female,3.12,Smartphone,True,0.44,eye strain,Urban,Teenagers,Portable,Physical,0.47034596375617793,44.0
10,Female,1.65,Smartphone,False,0.56,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,56.00000000000001
16,Male,3.96,Smartphone,True,0.37,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,37.0
9,Female,1.68,TV,False,0.6,no health impact,Rural,Pre-teens,Wallmounted,None,0.25607495881383857,60.0
9,Female,4.05,TV,True,0.48,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,48.0
9,Male,4.29,Tablet,True,0.53,poor sleep,Urban,Pre-teens,Portable,Physical,0.12602965403624383,53.0
13,Male,4.46,Laptop,True,0.45,"poor sleep, anxiety",Urban,Teenagers,Portable,Physical & Mental,0.1475494233937397,45.0
10,Male,0.0,TV,False,0.47,no health impact,Rural,Pre-teens,Wallmounted,None,0.25607495881383857,47.0
16,Male,5.54,Smartphone,True,0.34,no health impact,Rural,Teenagers,Portable,None,0.47034596375617793,34.0
11,Female,2.02,Tablet,False,0.39,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,39.0
8,Female,1.67,TV,False,0.56,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,56.00000000000001
11,Female,5.3,Tablet,True,0.33,"poor sleep, eye strain",Urban,Pre-teens,Portable,Physical,0.12602965403624383,33.0
8,Female,9.35,Smartphone,True,0.55,anxiety,Rural,Pre-teens,Portable,Mental,0.47034596375617793,55.00000000000001
12,Male,3.97,Smartphone,True,0.36,poor sleep,Rural,Pre-teens,Portable,Physical,0.47034596375617793,36.0
11,Male,4.12,Laptop,True,0.34,no health impact,Urban,Pre-teens,Portable,None,0.1475494233937397,34.0
15,Male,4.88,Laptop,True,0.43,eye strain,Rural,Teenagers,Portable,Physical,0.1475494233937397,43.0
15,Female,5.48,Smartphone,True,0.42,"eye strain, anxiety",Urban,Teenagers,Portable,Physical & Mental,0.47034596375617793,42.0
14,Female,3.23,Smartphone,True,0.31,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,31.0
10,Male,5.99,TV,True,0.4,"poor sleep, eye strain",Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,40.0
8,Male,1.25,Tablet,False,0.4,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,40.0
8,Male,0.0,Smartphone,False,0.44,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,44.0
18,Male,3.91,Laptop,True,0.43,"poor sleep, eye strain",Rural,Late teens,Portable,Physical,0.1475494233937397,43.0
10,Female,8.74,Tablet,True,0.56,poor sleep,Urban,Pre-teens,Portable,Physical,0.12602965403624383,56.00000000000001
13,Female,7.85,TV,True,0.43,"poor sleep, eye strain",Rural,Teenagers,Wallmounted,Physical,0.25607495881383857,43.0
14,Female,5.76,Smartphone,True,0.35,"poor sleep, anxiety, obesity risk",Urban,Teenagers,Portable,Physical & Mental,0.47034596375617793,35.0
13,Female,3.37,Smartphone,True,0.46,anxiety,Rural,Teenagers,Portable,Mental,0.47034596375617793,46.0
13,Female,4.11,Laptop,True,0.37,poor sleep,Urban,Teenagers,Portable,Physical,0.1475494233937397,37.0
13,Male,4.06,Smartphone,True,0.44,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,44.0
10,Male,2.29,Smartphone,True,0.58,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,57.99999999999999
13,Female,1.9,TV,False,0.43,no health impact,Urban,Teenagers,Wallmounted,None,0.25607495881383857,43.0
15,Male,3.83,Smartphone,True,0.42,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,42.0
18,Male,4.13,Smartphone,True,0.33,poor sleep,Rural,Late teens,Portable,Physical,0.47034596375617793,33.0
18,Female,3.99,Smartphone,True,0.41,eye strain,Rural,Late teens,Portable,Physical,0.47034596375617793,41.0
9,Male,0.0,Tablet,False,0.44,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,44.0
12,Male,3.54,TV,True,0.34,"poor sleep, eye strain",Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,34.0
8,Female,2.4,TV,True,0.44,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,44.0
8,Male,5.51,Smartphone,True,0.6,"poor sleep, obesity risk",Rural,Pre-teens,Portable,Physical,0.47034596375617793,60.0
12,Male,4.68,Tablet,True,0.42,"poor sleep, eye strain, obesity risk",Urban,Pre-teens,Portable,Physical,0.12602965403624383,42.0
10,Male,4.05,TV,True,0.42,poor sleep,Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,42.0
11,Female,3.97,Smartphone,True,0.36,eye strain,Rural,Pre-teens,Portable,Physical,0.47034596375617793,36.0
10,Male,9.2,Smartphone,True,0.48,eye strain,Urban,Pre-teens,Portable,Physical,0.47034596375617793,48.0
8,Male,3.93,Smartphone,True,0.43,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,43.0
8,Female,0.0,Smartphone,False,0.55,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,55.00000000000001
12,Female,3.15,Tablet,True,0.38,"poor sleep, anxiety",Urban,Pre-teens,Portable,Physical & Mental,0.12602965403624383,38.0
13,Male,2.42,Laptop,False,0.4,no health impact,Urban,Teenagers,Portable,None,0.1475494233937397,40.0
10,Female,0.66,Smartphone,False,0.54,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,54.0
16,Female,1.92,Smartphone,False,0.38,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,38.0
12,Male,4.46,Laptop,True,0.3,poor sleep,Urban,Pre-teens,Portable,Physical,0.1475494233937397,30.0
15,Male,5.57,Smartphone,True,0.44,eye strain,Rural,Teenagers,Portable,Physical,0.47034596375617793,44.0
8,Male,6.76,Tablet,True,0.48,"poor sleep, eye strain",Urban,Pre-teens,Portable,Physical,0.12602965403624383,48.0
12,Male,5.69,Smartphone,True,0.43,"poor sleep, eye strain, obesity risk",Urban,Pre-teens,Portable,Physical,0.47034596375617793,43.0
10,Male,4.51,Tablet,True,0.44,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,44.0
8,Female,2.9,Smartphone,True,0.56,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,56.00000000000001
11,Male,3.35,Smartphone,True,0.44,poor sleep,Rural,Pre-teens,Portable,Physical,0.47034596375617793,44.0
12,Male,5.82,TV,True,0.45,"poor sleep, eye strain, anxiety",Urban,Pre-teens,Wallmounted,Physical & Mental,0.25607495881383857,45.0
14,Male,5.09,TV,True,0.43,poor sleep,Urban,Teenagers,Wallmounted,Physical,0.25607495881383857,43.0
8,Female,5.49,TV,True,0.46,"poor sleep, obesity risk",Rural,Pre-teens,Wallmounted,Physical,0.25607495881383857,46.0
10,Male,4.1,Tablet,True,0.45,"poor sleep, obesity risk",Urban,Pre-teens,Portable,Physical,0.12602965403624383,45.0
9,Male,6.83,Smartphone,True,0.56,"poor sleep, eye strain",Rural,Pre-teens,Portable,Physical,0.47034596375617793,56.00000000000001
16,Male,4.1,TV,True,0.49,no health impact,Rural,Teenagers,Wallmounted,None,0.25607495881383857,49.0
17,Female,2.9,Laptop,False,0.35,no health impact,Urban,Late teens,Portable,None,0.1475494233937397,35.0
13,Male,4.78,Smartphone,True,0.46,"poor sleep, anxiety",Urban,Teenagers,Portable,Physical & Mental,0.47034596375617793,46.0
17,Female,5.69,Smartphone,True,0.33,no health impact,Urban,Late teens,Portable,None,0.47034596375617793,33.0
10,Male,6.33,Tablet,True,0.5,poor sleep,Urban,Pre-teens,Portable,Physical,0.12602965403624383,50.0
15,Male,3.14,TV,True,0.37,anxiety,Urban,Teenagers,Wallmounted,Mental,0.25607495881383857,37.0
15,Male,5.56,Laptop,True,0.31,"poor sleep, obesity risk",Urban,Teenagers,Portable,Physical,0.1475494233937397,31.0
9,Male,3.11,Smartphone,True,0.47,anxiety,Urban,Pre-teens,Portable,Mental,0.47034596375617793,47.0
13,Male,4.9,TV,True,0.38,"poor sleep, obesity risk",Urban,Teenagers,Wallmounted,Physical,0.25607495881383857,38.0
14,Male,6.39,Tablet,True,0.4,"poor sleep, anxiety",Urban,Teenagers,Portable,Physical & Mental,0.12602965403624383,40.0
9,Male,1.38,Smartphone,False,0.52,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,52.0
18,Male,7.75,Tablet,True,0.34,no health impact,Urban,Late teens,Portable,None,0.12602965403624383,34.0
17,Female,5.12,Smartphone,True,0.3,poor sleep,Urban,Late teens,Portable,Physical,0.47034596375617793,30.0
9,Female,2.31,Smartphone,True,0.59,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,59.0
17,Female,5.34,Smartphone,True,0.47,"poor sleep, eye strain",Urban,Late teens,Portable,Physical,0.47034596375617793,47.0
8,Male,7.91,Smartphone,True,0.58,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,57.99999999999999
15,Female,4.46,Tablet,True,0.32,"poor sleep, eye strain",Rural,Teenagers,Portable,Physical,0.12602965403624383,32.0
8,Male,2.02,Smartphone,True,0.57,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,56.99999999999999
16,Male,4.92,Smartphone,True,0.47,poor sleep,Rural,Teenagers,Portable,Physical,0.47034596375617793,47.0
18,Male,4.64,Smartphone,True,0.46,poor sleep,Urban,Late teens,Portable,Physical,0.47034596375617793,46.0
13,Male,3.55,TV,True,0.34,"poor sleep, eye strain",Rural,Teenagers,Wallmounted,Physical,0.25607495881383857,34.0
14,Female,5.04,Smartphone,True,0.38,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,38.0
17,Male,2.91,Tablet,False,0.34,no health impact,Rural,Late teens,Portable,None,0.12602965403624383,34.0
14,Male,4.64,Smartphone,True,0.44,"poor sleep, anxiety",Rural,Teenagers,Portable,Physical & Mental,0.47034596375617793,44.0
17,Female,4.68,Tablet,True,0.38,"poor sleep, eye strain",Urban,Late teens,Portable,Physical,0.12602965403624383,38.0
10,Female,6.09,TV,True,0.47,"eye strain, anxiety, obesity risk",Rural,Pre-teens,Wallmounted,Physical & Mental,0.25607495881383857,47.0
9,Female,4.12,Smartphone,True,0.47,"poor sleep, eye strain",Rural,Pre-teens,Portable,Physical,0.47034596375617793,47.0
16,Female,5.29,TV,True,0.5,anxiety,Rural,Teenagers,Wallmounted,Mental,0.25607495881383857,50.0
15,Male,4.03,Smartphone,True,0.38,poor sleep,Rural,Teenagers,Portable,Physical,0.47034596375617793,38.0
17,Male,5.44,Laptop,True,0.36,"eye strain, anxiety",Urban,Late teens,Portable,Physical & Mental,0.1475494233937397,36.0
14,Male,4.94,Smartphone,True,0.41,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,41.0
16,Female,3.95,Laptop,True,0.41,no health impact,Urban,Teenagers,Portable,None,0.1475494233937397,41.0
11,Female,3.28,Smartphone,True,0.36,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,36.0
11,Female,4.39,Smartphone,True,0.37,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,37.0
8,Female,1.87,Smartphone,False,0.59,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,59.0
15,Male,3.07,Smartphone,True,0.46,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,46.0
10,Male,0.96,TV,False,0.54,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,54.0
14,Male,3.82,Smartphone,True,0.31,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,31.0
9,Female,0.26,TV,False,0.55,no health impact,Rural,Pre-teens,Wallmounted,None,0.25607495881383857,55.00000000000001
9,Male,3.21,Smartphone,True,0.45,"poor sleep, eye strain, obesity risk",Urban,Pre-teens,Portable,Physical,0.47034596375617793,45.0
14,Female,5.15,Tablet,True,0.36,"poor sleep, eye strain, anxiety",Urban,Teenagers,Portable,Physical & Mental,0.12602965403624383,36.0
13,Male,4.86,Smartphone,True,0.48,"eye strain, obesity risk",Urban,Teenagers,Portable,Physical,0.47034596375617793,48.0
10,Male,5.88,TV,True,0.41,anxiety,Urban,Pre-teens,Wallmounted,Mental,0.25607495881383857,41.0
16,Male,4.29,Tablet,True,0.46,poor sleep,Urban,Teenagers,Portable,Physical,0.12602965403624383,46.0
17,Male,6.13,TV,True,0.39,eye strain,Urban,Late teens,Wallmounted,Physical,0.25607495881383857,39.0
13,Female,4.53,Laptop,True,0.5,no health impact,Urban,Teenagers,Portable,None,0.1475494233937397,50.0
17,Female,6.49,TV,True,0.37,"poor sleep, eye strain, obesity risk",Rural,Late teens,Wallmounted,Physical,0.25607495881383857,37.0
17,Male,4.61,Laptop,True,0.33,poor sleep,Urban,Late teens,Portable,Physical,0.1475494233937397,33.0
13,Male,4.04,Tablet,True,0.35,no health impact,Urban,Teenagers,Portable,None,0.12602965403624383,35.0
8,Male,4.31,TV,True,0.46,eye strain,Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,46.0
11,Male,4.55,TV,True,0.43,"poor sleep, eye strain",Rural,Pre-teens,Wallmounted,Physical,0.25607495881383857,43.0
17,Male,4.76,Smartphone,True,0.46,"poor sleep, obesity risk",Urban,Late teens,Portable,Physical,0.47034596375617793,46.0
13,Female,4.08,Smartphone,True,0.39,obesity risk,Urban,Teenagers,Portable,Other,0.47034596375617793,39.0
13,Female,5.54,TV,True,0.42,poor sleep,Rural,Teenagers,Wallmounted,Physical,0.25607495881383857,42.0
18,Female,6.81,Laptop,True,0.4,no health impact,Urban,Late teens,Portable,None,0.1475494233937397,40.0
12,Female,4.05,Smartphone,True,0.42,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,42.0
8,Female,7.57,Smartphone,True,0.57,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,56.99999999999999
15,Female,4.55,Smartphone,True,0.43,"poor sleep, eye strain",Rural,Teenagers,Portable,Physical,0.47034596375617793,43.0
12,Male,3.13,Smartphone,True,0.33,"poor sleep, eye strain",Urban,Pre-teens,Portable,Physical,0.47034596375617793,33.0
12,Female,4.26,TV,True,0.49,"poor sleep, eye strain",Rural,Pre-teens,Wallmounted,Physical,0.25607495881383857,49.0
14,Male,4.28,TV,True,0.47,poor sleep,Urban,Teenagers,Wallmounted,Physical,0.25607495881383857,47.0
11,Female,5.24,Smartphone,True,0.32,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,32.0
13,Male,3.75,Tablet,True,0.36,anxiety,Urban,Teenagers,Portable,Mental,0.12602965403624383,36.0
11,Male,4.54,Laptop,True,0.37,eye strain,Rural,Pre-teens,Portable,Physical,0.1475494233937397,37.0
10,Male,2.79,Smartphone,True,0.59,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,59.0
14,Male,5.67,Smartphone,True,0.35,"poor sleep, eye strain",Rural,Teenagers,Portable,Physical,0.47034596375617793,35.0
15,Female,3.91,Laptop,True,0.49,poor sleep,Rural,Teenagers,Portable,Physical,0.1475494233937397,49.0
11,Female,4.55,Laptop,True,0.49,poor sleep,Rural,Pre-teens,Portable,Physical,0.1475494233937397,49.0
9,Male,11.18,Tablet,True,0.52,eye strain,Rural,Pre-teens,Portable,Physical,0.12602965403624383,52.0
17,Female,7.29,Laptop,True,0.49,poor sleep,Rural,Late teens,Portable,Physical,0.1475494233937397,49.0
10,Male,2.76,Tablet,True,0.54,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,54.0
