Age,Age_Band,Avg_Screen_Time,Device_Category,Dynamic_Title,Edu_Recreation_Level,Educational_to_Recreational_Ratio,Exceeded_Recommended_Limit,Gender,Health_Impact_Category,Health_Impact_Perc,Health_Impacts,Most_Used_Device,Primary_Device,Total_Kids,Urban_or_Rural
8,Child,1.13,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.54,false,Female,No Health Impacts,,No Health Impacts,TV,TV,1,Urban
8,Child,0.42,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.54,false,Male,No Health Impacts,,No Health Impacts,TV,TV,1,Rural
8,Child,0.75,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.54,false,Male,No Health Impacts,,No Health Impacts,TV,TV,5,Urban
8,Child,7.8,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.54,true,Female,Both,100.0%,"Poor Sleep, Anxiety",TV,TV,1,Urban
8,Child,4.85,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.54,true,Female,Mental Health,100.0%,Anxiety,TV,TV,1,Urban
8,Child,2.415,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.54,true,Female,No Health Impacts,,No Health Impacts,TV,TV,2,Urban
8,Child,5.33,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.54,true,Female,Physical Health,100.0%,Obesity Risk,TV,TV,1,Urban
8,Child,7.33,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.54,true,Female,Physical Health,100.0%,Poor Sleep,TV,TV,1,Rural
8,Child,4.42,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.54,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain, Obesity Risk",TV,TV,1,Urban
8,Child,3.71,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.54,true,Female,Physical Health,100.0%,"Poor Sleep, Obesity Risk",TV,TV,1,Urban
8,Child,2.33,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.54,true,Male,No Health Impacts,,No Health Impacts,TV,TV,1,Rural
8,Child,2.47,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.54,true,Male,No Health Impacts,,No Health Impacts,TV,TV,3,Urban
8,Child,9.06,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.54,true,Male,Physical Health,100.0%,Eye Strain,TV,TV,1,Rural
8,Child,5.05,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.54,true,Male,Physical Health,100.0%,Obesity Risk,TV,TV,1,Rural
8,Child,6.503333333333334,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.54,true,Male,Physical Health,100.0%,Poor Sleep,TV,TV,3,Urban
8,Child,1.56,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.55,false,Male,No Health Impacts,,No Health Impacts,TV,TV,1,Urban
8,Child,2.46,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.55,true,Female,No Health Impacts,,No Health Impacts,TV,TV,1,Urban
8,Child,3.32,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.55,true,Female,Physical Health,100.0%,Eye Strain,TV,TV,1,Urban
8,Child,6.91,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.55,true,Female,Physical Health,100.0%,Poor Sleep,TV,TV,2,Rural
8,Child,3.61,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.55,true,Female,Physical Health,100.0%,Poor Sleep,TV,TV,1,Urban
8,Child,4.54,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.55,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",TV,TV,1,Urban
8,Child,6.05,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.55,true,Male,Mental Health,100.0%,Anxiety,TV,TV,1,Urban
8,Child,2.06,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.55,true,Male,No Health Impacts,,No Health Impacts,TV,TV,1,Rural
8,Child,8.11,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.55,true,Male,Physical Health,100.0%,"Poor Sleep, Obesity Risk",TV,TV,1,Rural
8,Child,0.835,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.56,false,Female,No Health Impacts,,No Health Impacts,TV,TV,2,Urban
8,Child,0,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.56,false,Male,No Health Impacts,,No Health Impacts,TV,TV,1,Rural
8,Child,0,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.56,false,Male,No Health Impacts,,No Health Impacts,TV,TV,1,Urban
8,Child,4.07,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.56,true,Female,Both,100.0%,"Poor Sleep, Anxiety",TV,TV,2,Urban
8,Child,10.11,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.56,true,Female,Mental Health,100.0%,Anxiety,TV,TV,1,Urban
8,Child,7.46,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.56,true,Female,No Health Impacts,,No Health Impacts,TV,TV,1,Rural
8,Child,6.125,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.56,true,Female,No Health Impacts,,No Health Impacts,TV,TV,2,Urban
8,Child,4.39,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.56,true,Female,Physical Health,100.0%,Eye Strain,TV,TV,1,Urban
8,Child,4.15,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.56,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",TV,TV,1,Urban
8,Child,6.5,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.56,true,Male,Mental Health,100.0%,Anxiety,TV,TV,1,Urban
8,Child,4.27,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.56,true,Male,No Health Impacts,,No Health Impacts,TV,TV,2,Rural
8,Child,3.8433333333333333,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.56,true,Male,No Health Impacts,,No Health Impacts,TV,TV,3,Urban
8,Child,4.27,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.56,true,Male,Physical Health,100.0%,Eye Strain,TV,TV,1,Urban
8,Child,6.3,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.56,true,Male,Physical Health,100.0%,Poor Sleep,TV,TV,1,Urban
8,Child,3.24,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.56,true,Male,Physical Health,100.0%,"Poor Sleep, Obesity Risk",TV,TV,1,Urban
8,Child,0.1,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.57,false,Female,No Health Impacts,,No Health Impacts,TV,TV,1,Rural
8,Child,0.48,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.57,false,Male,No Health Impacts,,No Health Impacts,TV,TV,1,Rural
8,Child,1.19,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.57,false,Male,No Health Impacts,,No Health Impacts,TV,TV,2,Urban
8,Child,6.33,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.57,true,Female,Both,100.0%,"Poor Sleep, Anxiety",TV,TV,2,Urban
8,Child,4.52,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.57,true,Female,Both,100.0%,"Poor Sleep, Anxiety, Obesity Risk",TV,TV,1,Urban
8,Child,4.64,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.57,true,Female,Mental Health,100.0%,Anxiety,TV,TV,1,Urban
8,Child,2.66,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.57,true,Female,No Health Impacts,,No Health Impacts,TV,TV,1,Rural
8,Child,5.085,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.57,true,Female,No Health Impacts,,No Health Impacts,TV,TV,2,Urban
8,Child,5.24,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.57,true,Female,Physical Health,100.0%,Poor Sleep,TV,TV,2,Urban
8,Child,4.78,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.57,true,Male,Mental Health,100.0%,Anxiety,TV,TV,1,Urban
8,Child,2.07,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.57,true,Male,No Health Impacts,,No Health Impacts,TV,TV,1,Rural
8,Child,2.84,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.57,true,Male,No Health Impacts,,No Health Impacts,TV,TV,1,Urban
8,Child,3.8,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.57,true,Male,Physical Health,100.0%,Poor Sleep,TV,TV,1,Rural
8,Child,4.07,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.57,true,Male,Physical Health,100.0%,Poor Sleep,TV,TV,1,Urban
8,Child,1.83,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.58,false,Female,No Health Impacts,,No Health Impacts,TV,TV,1,Rural
8,Child,1.2,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.58,false,Female,No Health Impacts,,No Health Impacts,TV,TV,1,Urban
8,Child,0.525,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.58,false,Male,No Health Impacts,,No Health Impacts,TV,TV,2,Rural
8,Child,5.3,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.58,true,Female,Mental Health,100.0%,Anxiety,TV,TV,1,Urban
8,Child,4.173333333333333,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.58,true,Female,No Health Impacts,,No Health Impacts,TV,TV,3,Urban
8,Child,5.74,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.58,true,Female,Physical Health,100.0%,Poor Sleep,TV,TV,1,Urban
8,Child,4.56,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.58,true,Male,Both,100.0%,"Poor Sleep, Anxiety",TV,TV,1,Urban
8,Child,7.245,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.58,true,Male,No Health Impacts,,No Health Impacts,TV,TV,2,Rural
8,Child,4.48,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.58,true,Male,Physical Health,100.0%,"Poor Sleep, Obesity Risk",TV,TV,1,Urban
8,Child,0.24,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.59,false,Female,No Health Impacts,,No Health Impacts,TV,TV,2,Rural
8,Child,1.85,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.59,false,Female,No Health Impacts,,No Health Impacts,TV,TV,2,Urban
8,Child,4.27,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.59,true,Female,Both,100.0%,"Poor Sleep, Anxiety",TV,TV,1,Rural
8,Child,2.26,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.59,true,Female,No Health Impacts,,No Health Impacts,TV,TV,1,Urban
8,Child,4.605,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.59,true,Female,Physical Health,100.0%,Poor Sleep,TV,TV,2,Urban
8,Child,4.645,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.59,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",TV,TV,2,Urban
8,Child,4.71,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.59,true,Male,No Health Impacts,,No Health Impacts,TV,TV,1,Rural
8,Child,3.16,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.59,true,Male,No Health Impacts,,No Health Impacts,TV,TV,1,Urban
8,Child,4.15,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.59,true,Male,Physical Health,100.0%,Eye Strain,TV,TV,1,Rural
8,Child,8.15,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.59,true,Male,Physical Health,100.0%,Obesity Risk,TV,TV,1,Urban
8,Child,7.5,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.59,true,Male,Physical Health,100.0%,Poor Sleep,TV,TV,1,Rural
8,Child,4.67,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.59,true,Male,Physical Health,100.0%,Poor Sleep,TV,TV,1,Urban
8,Child,5.75,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.59,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain, Obesity Risk",TV,TV,1,Rural
8,Child,1.25,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.6,false,Female,No Health Impacts,,No Health Impacts,TV,TV,1,Urban
8,Child,0.84,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.6,false,Male,No Health Impacts,,No Health Impacts,TV,TV,1,Urban
8,Child,9.26,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.6,true,Female,Both,100.0%,"Eye Strain, Anxiety",TV,TV,1,Urban
8,Child,7.4,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.6,true,Female,Both,100.0%,"Poor Sleep, Anxiety",TV,TV,1,Urban
8,Child,2.15,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.6,true,Female,No Health Impacts,,No Health Impacts,TV,TV,1,Rural
8,Child,6.26,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.6,true,Female,Physical Health,100.0%,Eye Strain,TV,TV,1,Rural
8,Child,5.83,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.6,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain, Obesity Risk",TV,TV,1,Urban
8,Child,6.03,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.6,true,Male,Mental Health,100.0%,Anxiety,TV,TV,1,Urban
8,Child,4.675,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Urban),Medium,0.6,true,Male,No Health Impacts,,No Health Impacts,TV,TV,2,Urban
8,Child,6.27,"Fixed TV (>30"" inch)",Screen Time Insights for Child (Rural),Medium,0.6,true,Male,Physical Health,100.0%,Poor Sleep,TV,TV,1,Rural
8,Child,1.24,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.4,false,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
8,Child,0.96,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.4,false,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Urban
8,Child,1.21,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.4,false,Female,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Rural
8,Child,0,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.4,false,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Urban
8,Child,1.32,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.4,false,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Rural
8,Child,1.25,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.4,false,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Urban
8,Child,5.06,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.4,true,Female,Physical Health,100.0%,Eye Strain,Tablet,Tablet,1,Rural
8,Child,9.33,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.4,true,Female,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,1,Rural
8,Child,4.855,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.4,true,Female,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,2,Urban
8,Child,3.93,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.4,true,Female,Physical Health,100.0%,Poor Sleep,Tablet,Tablet,1,Rural
8,Child,3.21,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.4,true,Female,Physical Health,100.0%,Poor Sleep,Tablet,Tablet,1,Urban
8,Child,3.97,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.4,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",Tablet,Tablet,1,Urban
8,Child,2.46,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.4,true,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
8,Child,5.15,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.4,true,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Urban
8,Child,9.35,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.4,true,Male,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,1,Rural
8,Child,5.88,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.4,true,Male,Physical Health,100.0%,Poor Sleep,Tablet,Tablet,1,Rural
8,Child,7.42,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.4,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,1,Urban
8,Child,7.65,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.4,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain, Obesity Risk",Smartphone,Smartphone,1,Urban
8,Child,1.4833333333333334,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.41,false,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,3,Urban
8,Child,1.6,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.41,false,Female,No Health Impacts,,No Health Impacts,Tablet,Tablet,2,Rural
8,Child,1.0666666666666667,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.41,false,Female,No Health Impacts,,No Health Impacts,Tablet,Tablet,3,Urban
8,Child,0.5866666666666667,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.41,false,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,3,Urban
8,Child,0,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.41,false,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Rural
8,Child,3.77,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.41,true,Female,Both,100.0%,"Anxiety, Obesity Risk",Smartphone,Smartphone,1,Urban
8,Child,3.58,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.41,true,Female,Both,100.0%,"Poor Sleep, Anxiety",Smartphone,Smartphone,1,Rural
8,Child,4.04,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.41,true,Female,Both,100.0%,"Poor Sleep, Anxiety",Tablet,Tablet,1,Urban
8,Child,5.72,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.41,true,Female,Both,100.0%,"Poor Sleep, Eye Strain, Anxiety",Smartphone,Smartphone,1,Urban
8,Child,6.54,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.41,true,Female,Both,100.0%,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Smartphone,Smartphone,1,Urban
8,Child,2.51,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.41,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
8,Child,7.35,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.41,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Urban
8,Child,6.8,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.41,true,Female,No Health Impacts,,No Health Impacts,Tablet,Tablet,2,Urban
8,Child,3.44,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.41,true,Female,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,1,Urban
8,Child,6.33,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.41,true,Female,Physical Health,100.0%,Poor Sleep,Tablet,Tablet,2,Rural
8,Child,7.07,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.41,true,Female,Physical Health,100.0%,Poor Sleep,Tablet,Tablet,1,Urban
8,Child,8.63,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.41,true,Female,Physical Health,100.0%,"Poor Sleep, Obesity Risk",Smartphone,Smartphone,1,Urban
8,Child,8.52,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.41,true,Male,Both,100.0%,"Poor Sleep, Anxiety",Tablet,Tablet,1,Urban
8,Child,3.91,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.41,true,Male,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,1,Rural
8,Child,4.755,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.41,true,Male,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,2,Urban
8,Child,5.01,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.41,true,Male,Physical Health,100.0%,Poor Sleep,Tablet,Tablet,1,Rural
8,Child,5.9,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.41,true,Male,Physical Health,100.0%,Poor Sleep,Tablet,Tablet,2,Urban
8,Child,8.82,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.41,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,1,Urban
8,Child,4.89,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.41,true,Male,Physical Health,100.0%,"Poor Sleep, Obesity Risk",Smartphone,Smartphone,1,Urban
8,Child,1.34,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.42,false,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
8,Child,1.46,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.42,false,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,2,Urban
8,Child,0,"Portable (<30"" inch)",Screen Time Insights for Child (Urban),Medium,0.42,false,Female,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Urban
8,Child,0,"Portable (<30"" inch)",Screen Time Insights for Child (Rural),Medium,0.42,false,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
