Age,Age_Group,Gender,Avg_Daily_Screen_Time_hr,awareness,Primary_Device,Device_Category,Screen_Size,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Health_Impact_Category,Urban_or_Rural
11,Pre-teens,Female,4.16,Need Attention,Laptop,Portable,<30,True,0.36,"Anxiety, Obesity Risk",Both Physical and Mental,Urban
14,Teenagers,Male,3.9,Need Attention,TV,Wallmounted,>30,True,0.37,"Poor Sleep, Eye Strain, Obesity Risk",Both Physical and Mental,Urban
11,Pre-teens,Female,6.12,Moderate Concern,TV,Wallmounted,>30,True,0.34,No health impacts,No Impact,Urban
16,Teenagers,Male,6.23,Moderate Concern,Smartphone,Portable,<30,True,0.47,Obesity Risk,Physical,Rural
8,Pre-teens,Male,2.87,No harm,Smartphone,Portable,<30,True,0.52,No health impacts,No Impact,Urban
15,Teenagers,Male,4.88,Need Attention,Smartphone,Portable,<30,True,0.34,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
14,Teenagers,Female,2.61,No harm,Smartphone,Portable,<30,False,0.38,No health impacts,No Impact,Rural
9,Pre-teens,Female,1.19,No harm,Tablet,Portable,<30,False,0.45,No health impacts,No Impact,Urban
15,Teenagers,Male,2.54,No harm,Laptop,Portable,<30,False,0.3,No health impacts,No Impact,Urban
8,Pre-teens,Male,5.36,Need Attention,Tablet,Portable,<30,True,0.56,Poor Sleep,Mental,Urban
18,Late teens,Male,4.18,Need Attention,TV,Wallmounted,>30,True,0.31,No health impacts,No Impact,Urban
16,Teenagers,Male,4.47,Need Attention,TV,Wallmounted,>30,True,0.43,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Urban
16,Teenagers,Female,5.91,Need Attention,TV,Wallmounted,>30,True,0.38,Anxiety,Mental,Rural
9,Pre-teens,Female,1.64,No harm,Smartphone,Portable,<30,False,0.49,No health impacts,No Impact,Urban
14,Teenagers,Female,4.13,Need Attention,Smartphone,Portable,<30,True,0.49,"Poor Sleep, Eye Strain, Obesity Risk",Both Physical and Mental,Rural
17,Late teens,Male,1.97,No harm,Smartphone,Portable,<30,False,0.44,No health impacts,No Impact,Rural
10,Pre-teens,Female,0.21,No harm,Smartphone,Portable,<30,False,0.5,No health impacts,No Impact,Urban
14,Teenagers,Female,3.27,Need Attention,Tablet,Portable,<30,True,0.45,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
17,Late teens,Female,4.62,Need Attention,Smartphone,Portable,<30,True,0.38,No health impacts,No Impact,Urban
16,Teenagers,Female,4.14,Need Attention,Smartphone,Portable,<30,True,0.41,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
11,Pre-teens,Female,3.82,Need Attention,Laptop,Portable,<30,True,0.5,"Eye Strain, Anxiety",Both Physical and Mental,Urban
8,Pre-teens,Female,4.69,Need Attention,Smartphone,Portable,<30,True,0.59,Poor Sleep,Mental,Urban
9,Pre-teens,Male,3.59,Need Attention,Smartphone,Portable,<30,True,0.44,No health impacts,No Impact,Rural
8,Pre-teens,Male,3.28,Need Attention,Tablet,Portable,<30,True,0.46,Anxiety,Mental,Rural
12,Pre-teens,Male,3.94,Need Attention,TV,Wallmounted,>30,True,0.44,Poor Sleep,Mental,Urban
12,Pre-teens,Male,6.34,Moderate Concern,Laptop,Portable,<30,True,0.43,No health impacts,No Impact,Rural
18,Late teens,Female,5.16,Need Attention,Smartphone,Portable,<30,True,0.47,Poor Sleep,Mental,Urban
14,Teenagers,Male,2.89,No harm,Laptop,Portable,<30,False,0.4,No health impacts,No Impact,Rural
16,Teenagers,Female,3.73,Need Attention,Laptop,Portable,<30,True,0.34,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Rural
16,Teenagers,Male,5.77,Need Attention,Laptop,Portable,<30,True,0.41,"Eye Strain, Anxiety",Both Physical and Mental,Urban
10,Pre-teens,Male,3.57,Need Attention,Smartphone,Portable,<30,True,0.52,No health impacts,No Impact,Rural
10,Pre-teens,Female,6.58,Moderate Concern,TV,Wallmounted,>30,True,0.52,Poor Sleep,Mental,Rural
10,Pre-teens,Male,3.2,Need Attention,Smartphone,Portable,<30,True,0.55,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
11,Pre-teens,Male,2.08,No harm,TV,Wallmounted,>30,False,0.31,No health impacts,No Impact,Rural
15,Teenagers,Male,4.26,Need Attention,Smartphone,Portable,<30,True,0.42,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Urban
13,Teenagers,Male,8.24,Moderate Concern,TV,Wallmounted,>30,True,0.4,Poor Sleep,Mental,Urban
15,Teenagers,Male,3.85,Need Attention,Smartphone,Portable,<30,True,0.35,"Poor Sleep, Anxiety, Obesity Risk",Both Physical and Mental,Urban
8,Pre-teens,Female,1.63,No harm,Smartphone,Portable,<30,False,0.59,No health impacts,No Impact,Urban
15,Teenagers,Male,2.2,No harm,Smartphone,Portable,<30,False,0.44,No health impacts,No Impact,Rural
11,Pre-teens,Female,2.73,No harm,Tablet,Portable,<30,False,0.35,No health impacts,No Impact,Urban
18,Late teens,Male,5.02,Need Attention,Smartphone,Portable,<30,True,0.49,No health impacts,No Impact,Urban
8,Pre-teens,Female,4.92,Need Attention,Tablet,Portable,<30,True,0.59,"Poor Sleep, Anxiety",Mental,Urban
15,Teenagers,Female,4.32,Need Attention,Smartphone,Portable,<30,True,0.33,Poor Sleep,Mental,Urban
11,Pre-teens,Male,3.71,Need Attention,Smartphone,Portable,<30,True,0.4,Poor Sleep,Mental,Urban
13,Teenagers,Male,4.29,Need Attention,Smartphone,Portable,<30,True,0.3,No health impacts,No Impact,Urban
15,Teenagers,Female,6.56,Moderate Concern,Smartphone,Portable,<30,True,0.33,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
11,Pre-teens,Male,0.95,No harm,Smartphone,Portable,<30,False,0.36,No health impacts,No Impact,Urban
10,Pre-teens,Female,2.0,No harm,Smartphone,Portable,<30,False,0.58,No health impacts,No Impact,Urban
16,Teenagers,Female,3.12,Need Attention,Smartphone,Portable,<30,True,0.44,Eye Strain,Physical,Urban
10,Pre-teens,Female,1.65,No harm,Smartphone,Portable,<30,False,0.56,No health impacts,No Impact,Urban
16,Teenagers,Male,3.96,Need Attention,Smartphone,Portable,<30,True,0.37,Poor Sleep,Mental,Urban
9,Pre-teens,Female,1.68,No harm,TV,Wallmounted,>30,False,0.6,No health impacts,No Impact,Rural
9,Pre-teens,Female,4.05,Need Attention,TV,Wallmounted,>30,True,0.48,No health impacts,No Impact,Urban
9,Pre-teens,Male,4.29,Need Attention,Tablet,Portable,<30,True,0.53,Poor Sleep,Mental,Urban
13,Teenagers,Male,4.46,Need Attention,Laptop,Portable,<30,True,0.45,"Poor Sleep, Anxiety",Mental,Urban
10,Pre-teens,Male,0.0,No harm,TV,Wallmounted,>30,False,0.47,No health impacts,No Impact,Rural
16,Teenagers,Male,5.54,Need Attention,Smartphone,Portable,<30,True,0.34,No health impacts,No Impact,Rural
11,Pre-teens,Female,2.02,No harm,Tablet,Portable,<30,False,0.39,No health impacts,No Impact,Urban
8,Pre-teens,Female,1.67,No harm,TV,Wallmounted,>30,False,0.56,No health impacts,No Impact,Urban
11,Pre-teens,Female,5.3,Need Attention,Tablet,Portable,<30,True,0.33,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
8,Pre-teens,Female,9.35,High Concern,Smartphone,Portable,<30,True,0.55,Anxiety,Mental,Rural
12,Pre-teens,Male,3.97,Need Attention,Smartphone,Portable,<30,True,0.36,Poor Sleep,Mental,Rural
11,Pre-teens,Male,4.12,Need Attention,Laptop,Portable,<30,True,0.34,No health impacts,No Impact,Urban
15,Teenagers,Male,4.88,Need Attention,Laptop,Portable,<30,True,0.43,Eye Strain,Physical,Rural
15,Teenagers,Female,5.48,Need Attention,Smartphone,Portable,<30,True,0.42,"Eye Strain, Anxiety",Both Physical and Mental,Urban
14,Teenagers,Female,3.23,Need Attention,Smartphone,Portable,<30,True,0.31,No health impacts,No Impact,Urban
10,Pre-teens,Male,5.99,Need Attention,TV,Wallmounted,>30,True,0.4,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
8,Pre-teens,Male,1.25,No harm,Tablet,Portable,<30,False,0.4,No health impacts,No Impact,Urban
8,Pre-teens,Male,0.0,No harm,Smartphone,Portable,<30,False,0.44,No health impacts,No Impact,Urban
18,Late teens,Male,3.91,Need Attention,Laptop,Portable,<30,True,0.43,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
10,Pre-teens,Female,8.74,Moderate Concern,Tablet,Portable,<30,True,0.56,Poor Sleep,Mental,Urban
13,Teenagers,Female,7.85,Moderate Concern,TV,Wallmounted,>30,True,0.43,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
14,Teenagers,Female,5.76,Need Attention,Smartphone,Portable,<30,True,0.35,"Poor Sleep, Anxiety, Obesity Risk",Both Physical and Mental,Urban
13,Teenagers,Female,3.37,Need Attention,Smartphone,Portable,<30,True,0.46,Anxiety,Mental,Rural
13,Teenagers,Female,4.11,Need Attention,Laptop,Portable,<30,True,0.37,Poor Sleep,Mental,Urban
13,Teenagers,Male,4.06,Need Attention,Smartphone,Portable,<30,True,0.44,Poor Sleep,Mental,Urban
10,Pre-teens,Male,2.29,No harm,Smartphone,Portable,<30,True,0.58,No health impacts,No Impact,Urban
13,Teenagers,Female,1.9,No harm,TV,Wallmounted,>30,False,0.43,No health impacts,No Impact,Urban
15,Teenagers,Male,3.83,Need Attention,Smartphone,Portable,<30,True,0.42,Poor Sleep,Mental,Urban
18,Late teens,Male,4.13,Need Attention,Smartphone,Portable,<30,True,0.33,Poor Sleep,Mental,Rural
18,Late teens,Female,3.99,Need Attention,Smartphone,Portable,<30,True,0.41,Eye Strain,Physical,Rural
9,Pre-teens,Male,0.0,No harm,Tablet,Portable,<30,False,0.44,No health impacts,No Impact,Urban
12,Pre-teens,Male,3.54,Need Attention,TV,Wallmounted,>30,True,0.34,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
8,Pre-teens,Female,2.4,No harm,TV,Wallmounted,>30,True,0.44,No health impacts,No Impact,Urban
8,Pre-teens,Male,5.51,Need Attention,Smartphone,Portable,<30,True,0.6,"Poor Sleep, Obesity Risk",Both Physical and Mental,Rural
12,Pre-teens,Male,4.68,Need Attention,Tablet,Portable,<30,True,0.42,"Poor Sleep, Eye Strain, Obesity Risk",Both Physical and Mental,Urban
10,Pre-teens,Male,4.05,Need Attention,TV,Wallmounted,>30,True,0.42,Poor Sleep,Mental,Urban
11,Pre-teens,Female,3.97,Need Attention,Smartphone,Portable,<30,True,0.36,Eye Strain,Physical,Rural
10,Pre-teens,Male,9.2,High Concern,Smartphone,Portable,<30,True,0.48,Eye Strain,Physical,Urban
8,Pre-teens,Male,3.93,Need Attention,Smartphone,Portable,<30,True,0.43,No health impacts,No Impact,Urban
8,Pre-teens,Female,0.0,No harm,Smartphone,Portable,<30,False,0.55,No health impacts,No Impact,Urban
12,Pre-teens,Female,3.15,Need Attention,Tablet,Portable,<30,True,0.38,"Poor Sleep, Anxiety",Mental,Urban
13,Teenagers,Male,2.42,No harm,Laptop,Portable,<30,False,0.4,No health impacts,No Impact,Urban
10,Pre-teens,Female,0.66,No harm,Smartphone,Portable,<30,False,0.54,No health impacts,No Impact,Urban
16,Teenagers,Female,1.92,No harm,Smartphone,Portable,<30,False,0.38,No health impacts,No Impact,Urban
12,Pre-teens,Male,4.46,Need Attention,Laptop,Portable,<30,True,0.3,Poor Sleep,Mental,Urban
15,Teenagers,Male,5.57,Need Attention,Smartphone,Portable,<30,True,0.44,Eye Strain,Physical,Rural
8,Pre-teens,Male,6.76,Moderate Concern,Tablet,Portable,<30,True,0.48,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
12,Pre-teens,Male,5.69,Need Attention,Smartphone,Portable,<30,True,0.43,"Poor Sleep, Eye Strain, Obesity Risk",Both Physical and Mental,Urban
10,Pre-teens,Male,4.51,Need Attention,Tablet,Portable,<30,True,0.44,No health impacts,No Impact,Urban
8,Pre-teens,Female,2.9,No harm,Smartphone,Portable,<30,True,0.56,No health impacts,No Impact,Urban
11,Pre-teens,Male,3.35,Need Attention,Smartphone,Portable,<30,True,0.44,Poor Sleep,Mental,Rural
12,Pre-teens,Male,5.82,Need Attention,TV,Wallmounted,>30,True,0.45,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Urban
14,Teenagers,Male,5.09,Need Attention,TV,Wallmounted,>30,True,0.43,Poor Sleep,Mental,Urban
8,Pre-teens,Female,5.49,Need Attention,TV,Wallmounted,>30,True,0.46,"Poor Sleep, Obesity Risk",Both Physical and Mental,Rural
10,Pre-teens,Male,4.1,Need Attention,Tablet,Portable,<30,True,0.45,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
9,Pre-teens,Male,6.83,Moderate Concern,Smartphone,Portable,<30,True,0.56,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
16,Teenagers,Male,4.1,Need Attention,TV,Wallmounted,>30,True,0.49,No health impacts,No Impact,Rural
17,Late teens,Female,2.9,No harm,Laptop,Portable,<30,False,0.35,No health impacts,No Impact,Urban
13,Teenagers,Male,4.78,Need Attention,Smartphone,Portable,<30,True,0.46,"Poor Sleep, Anxiety",Mental,Urban
17,Late teens,Female,5.69,Need Attention,Smartphone,Portable,<30,True,0.33,No health impacts,No Impact,Urban
10,Pre-teens,Male,6.33,Moderate Concern,Tablet,Portable,<30,True,0.5,Poor Sleep,Mental,Urban
15,Teenagers,Male,3.14,Need Attention,TV,Wallmounted,>30,True,0.37,Anxiety,Mental,Urban
15,Teenagers,Male,5.56,Need Attention,Laptop,Portable,<30,True,0.31,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
9,Pre-teens,Male,3.11,Need Attention,Smartphone,Portable,<30,True,0.47,Anxiety,Mental,Urban
13,Teenagers,Male,4.9,Need Attention,TV,Wallmounted,>30,True,0.38,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
14,Teenagers,Male,6.39,Moderate Concern,Tablet,Portable,<30,True,0.4,"Poor Sleep, Anxiety",Mental,Urban
9,Pre-teens,Male,1.38,No harm,Smartphone,Portable,<30,False,0.52,No health impacts,No Impact,Urban
18,Late teens,Male,7.75,Moderate Concern,Tablet,Portable,<30,True,0.34,No health impacts,No Impact,Urban
17,Late teens,Female,5.12,Need Attention,Smartphone,Portable,<30,True,0.3,Poor Sleep,Mental,Urban
9,Pre-teens,Female,2.31,No harm,Smartphone,Portable,<30,True,0.59,No health impacts,No Impact,Urban
17,Late teens,Female,5.34,Need Attention,Smartphone,Portable,<30,True,0.47,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
8,Pre-teens,Male,7.91,Moderate Concern,Smartphone,Portable,<30,True,0.58,Poor Sleep,Mental,Urban
15,Teenagers,Female,4.46,Need Attention,Tablet,Portable,<30,True,0.32,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
8,Pre-teens,Male,2.02,No harm,Smartphone,Portable,<30,True,0.57,No health impacts,No Impact,Urban
16,Teenagers,Male,4.92,Need Attention,Smartphone,Portable,<30,True,0.47,Poor Sleep,Mental,Rural
18,Late teens,Male,4.64,Need Attention,Smartphone,Portable,<30,True,0.46,Poor Sleep,Mental,Urban
13,Teenagers,Male,3.55,Need Attention,TV,Wallmounted,>30,True,0.34,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
14,Teenagers,Female,5.04,Need Attention,Smartphone,Portable,<30,True,0.38,Poor Sleep,Mental,Urban
17,Late teens,Male,2.91,No harm,Tablet,Portable,<30,False,0.34,No health impacts,No Impact,Rural
14,Teenagers,Male,4.64,Need Attention,Smartphone,Portable,<30,True,0.44,"Poor Sleep, Anxiety",Mental,Rural
17,Late teens,Female,4.68,Need Attention,Tablet,Portable,<30,True,0.38,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
10,Pre-teens,Female,6.09,Moderate Concern,TV,Wallmounted,>30,True,0.47,"Eye Strain, Anxiety, Obesity Risk",Both Physical and Mental,Rural
9,Pre-teens,Female,4.12,Need Attention,Smartphone,Portable,<30,True,0.47,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
16,Teenagers,Female,5.29,Need Attention,TV,Wallmounted,>30,True,0.5,Anxiety,Mental,Rural
15,Teenagers,Male,4.03,Need Attention,Smartphone,Portable,<30,True,0.38,Poor Sleep,Mental,Rural
17,Late teens,Male,5.44,Need Attention,Laptop,Portable,<30,True,0.36,"Eye Strain, Anxiety",Both Physical and Mental,Urban
14,Teenagers,Male,4.94,Need Attention,Smartphone,Portable,<30,True,0.41,No health impacts,No Impact,Urban
16,Teenagers,Female,3.95,Need Attention,Laptop,Portable,<30,True,0.41,No health impacts,No Impact,Urban
11,Pre-teens,Female,3.28,Need Attention,Smartphone,Portable,<30,True,0.36,Poor Sleep,Mental,Urban
11,Pre-teens,Female,4.39,Need Attention,Smartphone,Portable,<30,True,0.37,Poor Sleep,Mental,Urban
8,Pre-teens,Female,1.87,No harm,Smartphone,Portable,<30,False,0.59,No health impacts,No Impact,Urban
15,Teenagers,Male,3.07,Need Attention,Smartphone,Portable,<30,True,0.46,No health impacts,No Impact,Urban
10,Pre-teens,Male,0.96,No harm,TV,Wallmounted,>30,False,0.54,No health impacts,No Impact,Urban
14,Teenagers,Male,3.82,Need Attention,Smartphone,Portable,<30,True,0.31,Poor Sleep,Mental,Urban
9,Pre-teens,Female,0.26,No harm,TV,Wallmounted,>30,False,0.55,No health impacts,No Impact,Rural
9,Pre-teens,Male,3.21,Need Attention,Smartphone,Portable,<30,True,0.45,"Poor Sleep, Eye Strain, Obesity Risk",Both Physical and Mental,Urban
14,Teenagers,Female,5.15,Need Attention,Tablet,Portable,<30,True,0.36,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Urban
13,Teenagers,Male,4.86,Need Attention,Smartphone,Portable,<30,True,0.48,"Eye Strain, Obesity Risk",Physical,Urban
10,Pre-teens,Male,5.88,Need Attention,TV,Wallmounted,>30,True,0.41,Anxiety,Mental,Urban
16,Teenagers,Male,4.29,Need Attention,Tablet,Portable,<30,True,0.46,Poor Sleep,Mental,Urban
17,Late teens,Male,6.13,Moderate Concern,TV,Wallmounted,>30,True,0.39,Eye Strain,Physical,Urban
13,Teenagers,Female,4.53,Need Attention,Laptop,Portable,<30,True,0.5,No health impacts,No Impact,Urban
17,Late teens,Female,6.49,Moderate Concern,TV,Wallmounted,>30,True,0.37,"Poor Sleep, Eye Strain, Obesity Risk",Both Physical and Mental,Rural
17,Late teens,Male,4.61,Need Attention,Laptop,Portable,<30,True,0.33,Poor Sleep,Mental,Urban
13,Teenagers,Male,4.04,Need Attention,Tablet,Portable,<30,True,0.35,No health impacts,No Impact,Urban
8,Pre-teens,Male,4.31,Need Attention,TV,Wallmounted,>30,True,0.46,Eye Strain,Physical,Urban
11,Pre-teens,Male,4.55,Need Attention,TV,Wallmounted,>30,True,0.43,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
17,Late teens,Male,4.76,Need Attention,Smartphone,Portable,<30,True,0.46,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
13,Teenagers,Female,4.08,Need Attention,Smartphone,Portable,<30,True,0.39,Obesity Risk,Physical,Urban
13,Teenagers,Female,5.54,Need Attention,TV,Wallmounted,>30,True,0.42,Poor Sleep,Mental,Rural
18,Late teens,Female,6.81,Moderate Concern,Laptop,Portable,<30,True,0.4,No health impacts,No Impact,Urban
12,Pre-teens,Female,4.05,Need Attention,Smartphone,Portable,<30,True,0.42,Poor Sleep,Mental,Urban
8,Pre-teens,Female,7.57,Moderate Concern,Smartphone,Portable,<30,True,0.57,Poor Sleep,Mental,Urban
15,Teenagers,Female,4.55,Need Attention,Smartphone,Portable,<30,True,0.43,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
12,Pre-teens,Male,3.13,Need Attention,Smartphone,Portable,<30,True,0.33,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
12,Pre-teens,Female,4.26,Need Attention,TV,Wallmounted,>30,True,0.49,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
14,Teenagers,Male,4.28,Need Attention,TV,Wallmounted,>30,True,0.47,Poor Sleep,Mental,Urban
11,Pre-teens,Female,5.24,Need Attention,Smartphone,Portable,<30,True,0.32,Poor Sleep,Mental,Urban
13,Teenagers,Male,3.75,Need Attention,Tablet,Portable,<30,True,0.36,Anxiety,Mental,Urban
11,Pre-teens,Male,4.54,Need Attention,Laptop,Portable,<30,True,0.37,Eye Strain,Physical,Rural
10,Pre-teens,Male,2.79,No harm,Smartphone,Portable,<30,True,0.59,No health impacts,No Impact,Urban
14,Teenagers,Male,5.67,Need Attention,Smartphone,Portable,<30,True,0.35,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
15,Teenagers,Female,3.91,Need Attention,Laptop,Portable,<30,True,0.49,Poor Sleep,Mental,Rural
11,Pre-teens,Female,4.55,Need Attention,Laptop,Portable,<30,True,0.49,Poor Sleep,Mental,Rural
9,Pre-teens,Male,11.18,High Concern,Tablet,Portable,<30,True,0.52,Eye Strain,Physical,Rural
17,Late teens,Female,7.29,Moderate Concern,Laptop,Portable,<30,True,0.49,Poor Sleep,Mental,Rural
10,Pre-teens,Male,2.76,No harm,Tablet,Portable,<30,True,0.54,No health impacts,No Impact,Urban
8,Pre-teens,Female,0.96,No harm,Smartphone,Portable,<30,False,0.4,No health impacts,No Impact,Urban
15,Teenagers,Female,4.91,Need Attention,Smartphone,Portable,<30,True,0.35,No health impacts,No Impact,Rural
10,Pre-teens,Male,3.23,Need Attention,Tablet,Portable,<30,True,0.58,Poor Sleep,Mental,Urban
17,Late teens,Female,4.71,Need Attention,Smartphone,Portable,<30,True,0.39,Eye Strain,Physical,Urban
14,Teenagers,Male,3.41,Need Attention,TV,Wallmounted,>30,True,0.35,"Poor Sleep, Anxiety",Mental,Urban
17,Late teens,Female,5.22,Need Attention,Smartphone,Portable,<30,True,0.37,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
12,Pre-teens,Female,3.67,Need Attention,Smartphone,Portable,<30,True,0.33,"Poor Sleep, Anxiety",Mental,Rural
17,Late teens,Female,5.45,Need Attention,Tablet,Portable,<30,True,0.41,"Eye Strain, Anxiety",Both Physical and Mental,Urban
12,Pre-teens,Female,3.6,Need Attention,Laptop,Portable,<30,True,0.48,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
14,Teenagers,Female,4.36,Need Attention,Smartphone,Portable,<30,True,0.46,Poor Sleep,Mental,Urban
16,Teenagers,Male,4.51,Need Attention,Smartphone,Portable,<30,True,0.46,Anxiety,Mental,Rural
12,Pre-teens,Male,5.6,Need Attention,Laptop,Portable,<30,True,0.47,Obesity Risk,Physical,Urban
8,Pre-teens,Male,4.1,Need Attention,Smartphone,Portable,<30,True,0.53,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
17,Late teens,Female,5.7,Need Attention,Smartphone,Portable,<30,True,0.38,No health impacts,No Impact,Rural
